text,expected,predicted,latency_sec
tell me a fun fact about cars,fun_fact,fun_fact,3.111
give me a cool fact about potatoes,fun_fact,fun_fact,0.357
tell me a fun trivia bit about artificial intelligence,fun_fact,fun_fact,3.207
i want to hear an interesting fact about dinosaurs,fun_fact,fun_fact,0.351
name unusual facts about the circus,fun_fact,fun_fact,0.352
tell me something interesting about new york state,fun_fact,fun_fact,4.756
say trivia about lebron james,fun_fact,fun_fact,0.352
can you give me a good piece of trivia about the rainforest,fun_fact,fun_fact,0.327
lets go threw some trivia on sports,fun_fact,what_can_i_ask_you,3.203
tell me some trivia about birds,fun_fact,fun_fact,0.472
tell me some amazing trivia about radios,fun_fact,fun_fact,0.393
lets hear an interesting fact about funko pops,fun_fact,fun_fact,3.557
today's fun fact,fun_fact,fun_fact,0.368
what is today's fun fact,fun_fact,fun_fact,0.329
tell me something interesting about lake tahoe,fun_fact,fun_fact,3.284
give me a cool fact about new orleans,fun_fact,fun_fact,0.387
please tell me an interesting tidbit about the roman empire,fun_fact,fun_fact,0.365
i'd like to hear a fun fact about the nfl,fun_fact,fun_fact,0.458
i need a spider fact,fun_fact,fun_fact,0.352
give me an interesting fact about antarctica,fun_fact,fun_fact,0.335
what is some trivia question about coffee,fun_fact,fun_fact,0.378
give me something interesting about stars,fun_fact,fun_fact,3.379
i wanna hear something cool about bees,fun_fact,fun_fact,0.348
what's a fun fact about axolotls,fun_fact,fun_fact,1.908
tell me something interesting about elephants,fun_fact,fun_fact,0.37
should i get more gas,gas,gas,0.343
how full or empty is my tank of gas,gas,gas,0.339
how much fuel do i have left,gas,gas,0.324
what's left in the tank,gas,balance,0.353
can i make it to los angeles with this fuel level,gas,travel_suggestion,0.346
how much gas do i have left in my tank,gas,gas,0.346
do i have enough fuel to make it to the theater,gas,gas,0.325
what percentage full is my gas tank,gas,gas,0.332
what do i have left in the gas tank,gas,gas,0.363
how many gallons of gas are in my car,gas,gas,0.43
what amount of gas do i have left,gas,gas,0.344
how empty is my gas tank,gas,gas,0.347
how much gas do i have here,gas,gas,3.471
where is my gas level right now,gas,gas,0.329
how many miles is there left to get to sioux falls,gas,distance,0.414
what's the status of my gas tank,gas,gas,0.349
how much gas is in the tank,gas,gas,0.502
can my car get to dallas with the gas currently in my tank,gas,distance,0.335
whats left as far as gas goes,gas,gas,0.334
what is the amount of gas i have,gas,gas,0.456
how much gas do i currently have,gas,gas,3.279
please check the amount of gas i have,gas,gas,0.323
do i have enough fuel in the gas tank,gas,gas,0.345
how much gas does my car currently have,gas,gas,0.379
how many more miles can i drive on my current tank,gas,mpg,0.334
can i reach seattle with this amount of fuel,gas,distance,0.334
how long before i'm on e,gas,flight_status,0.385
how full is the gas tank,gas,gas,0.326
should i a gas refill for my car at the next gas station,gas,gas,0.329
will i make it on the gas i have to orlando,gas,distance,0.335
can you tell me this vehicles gas type,gas_type,gas_type,0.347
gas type needed for this car,gas_type,gas_type,0.331
what kind of gas should go in this car,gas_type,gas_type,0.342
what gas does the car need,gas_type,gas_type,0.356
what gas does the car use,gas_type,gas_type,0.342
what type of fuel should i use in my car,gas_type,gas_type,0.337
which type of gas do i need to put in my car,gas_type,gas_type,0.396
what type of gas do i use in this car,gas_type,gas_type,0.339
i need gas what type do i need for this car,gas_type,gas_type,0.359
what kind of fuel goes in my engine,gas_type,gas_type,0.337
tell me the fuel type used by my car,gas_type,gas_type,0.333
tell me the gasoline type for this car,gas_type,gas_type,1.844
tell me what type of fuel my car uses,gas_type,gas_type,0.433
is there a certain type of gas i need to use,gas_type,gas_type,0.36
look up the type of gas needed for this vehicle,gas_type,gas_type,3.394
can you tell me what gas this car takes,gas_type,gas_type,0.32
what octaine is recommended for this car,gas_type,gas_type,3.243
is there a certain type of gas i need to use for this car,gas_type,gas_type,0.38
what kind of fuel does my car use,gas_type,gas_type,0.347
my car uses what type of fuel,gas_type,gas_type,0.341
my vehicle needs what kind of fuel,gas_type,gas_type,0.326
what gas does this car use,gas_type,gas_type,0.374
what fuel do i put in this car,gas_type,gas_type,0.355
which type of gas does my car use,gas_type,gas_type,3.415
what types of gas can i get for this car,gas_type,gas_type,0.341
what kind of gas does my car use,gas_type,gas_type,3.278
what kind of gas does your car use,gas_type,gas_type,0.343
i want to know the type of gasoline for this car,gas_type,gas_type,0.56
can you tell me what kind of gas your car uses,gas_type,gas_type,0.345
what kind of gas goes in,gas_type,gas_type,0.338
talk later,goodbye,maybe,0.423
this was a nice conversation,goodbye,thank_you,0.376
see you again soon,goodbye,goodbye,0.434
i must say goodbye,goodbye,goodbye,0.41
it was really awesome to talk to you,goodbye,thank_you,0.374
i'm out of here,goodbye,goodbye,0.346
bye bye then,goodbye,goodbye,0.439
"have a good day, bye",goodbye,goodbye,0.335
i have to go but it was nice talking again!,goodbye,goodbye,0.331
good night,goodbye,goodbye,0.437
it was nice chatting with you,goodbye,goodbye,0.321
good bye then,goodbye,goodbye,0.34
"nice talking again, bye",goodbye,goodbye,0.331
i’ll be leaving now,goodbye,goodbye,3.39
"thanks for your help, goodbye!",goodbye,goodbye,0.336
bye,goodbye,goodbye,0.41
adios,goodbye,goodbye,0.344
"goodbye, helpful ai device!",goodbye,goodbye,3.511
regards,goodbye,goodbye,0.323
i have to say goodbye,goodbye,goodbye,0.349
i had fun speaking with you,goodbye,thank_you,0.336
"thanks for chatting, later",goodbye,thank_you,0.509
thanks bye bye!,goodbye,goodbye,0.346
ok good chatting goodbye,goodbye,goodbye,0.349
"i enjoyed our talk, goodbye",goodbye,goodbye,0.344
i enjoyed speaking with you,goodbye,thank_you,0.341
catch you around,goodbye,goodbye,0.44
ill see you around,goodbye,goodbye,0.353
cya later,goodbye,goodbye,3.557
"i enjoyed our talk, bye",goodbye,goodbye,0.351
how is my ai doing,greeting,what_can_i_ask_you,0.401
hey what's up,greeting,greeting,3.285
aloha,greeting,greeting,0.332
hows are ya,greeting,greeting,0.327
"hi, ai",greeting,greeting,0.344
how is everything going,greeting,greeting,0.342
how is your day,greeting,greeting,0.349
how've you been,greeting,greeting,0.341
let me know how you are doing,greeting,greeting,0.349
how you are,greeting,greeting,0.343
are you good,greeting,greeting,1.862
hello there ai,greeting,greeting,0.414
how is it going my friend,greeting,greeting,0.423
i want to know how you are doing,greeting,what_can_i_ask_you,0.365
"why, hello bandit",greeting,greeting,0.513
greetings to you,greeting,greeting,0.338
"ai, how are you feeling",greeting,are_you_a_bot,0.376
would you tell me how the ai is doing,greeting,application_status,0.324
it is good to see you,greeting,greeting,0.336
ahoy hoy,greeting,greeting,0.452
what's up,greeting,greeting,0.339
hi,greeting,greeting,0.43
how have you been,greeting,greeting,0.384
"hello, friend",greeting,greeting,0.377
"hey, what's new",greeting,greeting,0.344
"howdy, what's new",greeting,greeting,0.403
"hello, how are you doing",greeting,greeting,0.428
wassup,greeting,greeting,0.383
have you been good,greeting,greeting,0.743
i would like to find out if macaroni grill will be busy around 7:00 pm,how_busy,how_busy,0.337
is cheesecake factory busy right now,how_busy,how_busy,0.337
what is the wait like at apple bees,how_busy,how_busy,4.762
how busy is ihop at 5 pm,how_busy,how_busy,0.347
find out what wait times are like right now at olive garden,how_busy,how_busy,0.51
please look into the current wait times at chili's right now,how_busy,how_busy,0.449
tell me how busy red robin is at 5 pm,how_busy,how_busy,0.395
how busy does outback get around 7pm,how_busy,how_busy,3.216
